riverseg,landseg,floafo,floalf,floccn,flocex,flocfo,flocid,flocpd,flofor,flohom,flohvf,flohwm,flohyo,flohyw,flolwm,flonal,flonex,flonhi,flonho,flonhy,flonid,flonlo,flonpa,flonpd,flopas,florcn,florex,florid,florpd,flotrp,flours,tn afo,tn alf,tn ccn,tn cex,tn cfo,tn cid,tn cpd,tn for,tn hom,tn hvf,tn hwm,tn hyo,tn hyw,tn lwm,tn nal,tn nex,tn nhi,tn nho,tn nhy,tn nid,tn nlo,tn npa,tn npd,tn pas,tn rcn,tn rex,tn rid,tn rpd,tn trp,tn urs,tp afo,tp alf,tp ccn,tp cex,tp cfo,tp cid,tp cpd,tp for,tp hom,tp hvf,tp hwm,tp hyo,tp hyw,tp lwm,tp nal,tp nex,tp nhi,tp nho,tp nhy,tp nid,tp nlo,tp npa,tp npd,tp pas,tp rcn,tp rex,tp rid,tp rpd,tp trp,tp urs,sedafo,sedalf,sedccn,sedcex,sedcfo,sedcid,sedcpd,sedfor,sedhom,sedhvf,sedhwm,sedhyo,sedhyw,sedlwm,sednal,sednex,sednhi,sednho,sednhy,sednid,sednlo,sednpa,sednpd,sedpas,sedrcn,sedrex,sedrid,sedrpd,sedtrp,sedurs
DE0_2690_0000,A10003,1.000,1.000,0.000,0.000,1.000,0.000,0.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.770,1.100,0.000,0.000,0.770,0.000,0.000,1.100,1.100,1.100,1.100,1.100,1.100,1.100,1.100,1.100,1.100,1.100,1.100,1.100,1.100,1.100,1.100,1.100,1.100,1.100,1.100,1.100,1.100,1.100,0.050,0.500,0.000,0.000,0.050,0.000,0.000,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.161,0.161,0.000,0.000,0.161,0.000,0.000,0.186,0.161,0.186,0.161,0.161,0.161,0.161,0.161,0.306,0.161,0.161,0.161,0.180,0.161,0.221,0.180,0.221,0.148,0.306,0.180,0.180,0.221,0.161
DE0_2710_0000,A10003,1.000,1.000,0.000,0.000,1.000,0.000,0.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.420,0.600,0.000,0.000,0.420,0.000,0.000,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.050,0.500,0.000,0.000,0.050,0.000,0.000,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.022,0.022,0.000,0.000,0.022,0.000,0.000,0.025,0.022,0.025,0.022,0.022,0.022,0.022,0.022,0.032,0.022,0.022,0.022,0.031,0.022,0.027,0.031,0.027,0.024,0.032,0.031,0.031,0.027,0.022
DE0_2710_0000,A24015,1.000,1.000,0.000,0.000,1.000,0.000,0.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.420,0.600,0.000,0.000,0.420,0.000,0.000,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.050,0.500,0.000,0.000,0.050,0.000,0.000,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.015,0.015,0.000,0.000,0.015,0.000,0.000,0.016,0.015,0.016,0.015,0.015,0.015,0.015,0.015,0.016,0.015,0.015,0.015,0.016,0.015,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.015
DE0_2800_0000,A10003,1.000,1.000,0.000,0.000,1.000,0.000,0.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.420,0.600,0.000,0.000,0.420,0.000,0.000,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.050,0.500,0.000,0.000,0.050,0.000,0.000,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.081,0.081,0.000,0.000,0.081,0.000,0.000,0.080,0.081,0.080,0.081,0.081,0.081,0.081,0.081,0.051,0.081,0.081,0.081,0.063,0.081,0.083,0.063,0.083,0.077,0.051,0.063,0.063,0.083,0.081
DE0_2850_0000,A10003,1.000,1.000,0.000,0.000,1.000,0.000,0.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.420,0.600,0.000,0.000,0.420,0.000,0.000,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.050,0.500,0.000,0.000,0.050,0.000,0.000,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.059,0.059,0.000,0.000,0.059,0.000,0.000,0.071,0.059,0.071,0.059,0.059,0.059,0.059,0.059,0.058,0.059,0.059,0.059,0.051,0.059,0.069,0.051,0.069,0.058,0.058,0.051,0.051,0.069,0.059
DE0_2870_0000,A10003,1.000,1.000,0.000,0.000,1.000,0.000,0.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.420,0.600,0.000,0.000,0.420,0.000,0.000,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.050,0.500,0.000,0.000,0.050,0.000,0.000,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.073,0.073,0.000,0.000,0.073,0.000,0.000,0.093,0.073,0.093,0.073,0.073,0.073,0.073,0.073,0.083,0.073,0.073,0.073,0.078,0.073,0.084,0.078,0.084,0.088,0.083,0.078,0.078,0.084,0.073
DE0_2920_0000,A10003,1.000,1.000,0.000,0.000,1.000,0.000,0.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.420,0.600,0.000,0.000,0.420,0.000,0.000,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.050,0.500,0.000,0.000,0.050,0.000,0.000,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.042,0.042,0.000,0.000,0.042,0.000,0.000,0.041,0.042,0.041,0.042,0.042,0.042,0.042,0.042,0.036,0.042,0.042,0.042,0.041,0.042,0.049,0.041,0.049,0.047,0.036,0.041,0.041,0.049,0.042
DE0_2960_0000,A10003,1.000,1.000,0.000,0.000,1.000,0.000,0.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.420,0.600,0.000,0.000,0.420,0.000,0.000,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.050,0.500,0.000,0.000,0.050,0.000,0.000,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.034,0.034,0.000,0.000,0.034,0.000,0.000,0.036,0.034,0.036,0.034,0.034,0.034,0.034,0.034,0.038,0.034,0.034,0.034,0.035,0.034,0.033,0.035,0.033,0.036,0.038,0.035,0.035,0.033,0.034
DE0_2990_0000,A10003,1.000,1.000,0.000,0.000,1.000,0.000,0.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.420,0.600,0.000,0.000,0.420,0.000,0.000,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.050,0.500,0.000,0.000,0.050,0.000,0.000,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.054,0.054,0.000,0.000,0.054,0.000,0.000,0.062,0.054,0.062,0.054,0.054,0.054,0.054,0.054,0.055,0.054,0.054,0.054,0.053,0.054,0.051,0.053,0.051,0.068,0.055,0.053,0.053,0.051,0.054
DE0_3110_0000,A10003,1.000,1.000,0.000,0.000,1.000,0.000,0.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.420,0.600,0.000,0.000,0.420,0.000,0.000,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.050,0.500,0.000,0.000,0.050,0.000,0.000,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.023,0.023,0.000,0.000,0.023,0.000,0.000,0.027,0.023,0.027,0.023,0.023,0.023,0.023,0.023,0.021,0.023,0.023,0.023,0.024,0.023,0.023,0.024,0.023,0.026,0.021,0.024,0.024,0.023,0.023
DE0_3260_0000,A10003,1.000,1.000,0.000,0.000,1.000,0.000,0.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.420,0.600,0.000,0.000,0.420,0.000,0.000,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.050,0.500,0.000,0.000,0.050,0.000,0.000,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.024,0.024,0.000,0.000,0.024,0.000,0.000,0.025,0.024,0.025,0.024,0.024,0.024,0.024,0.024,0.026,0.024,0.024,0.024,0.023,0.024,0.018,0.023,0.018,0.028,0.026,0.023,0.023,0.018,0.024
DE0_3280_0000,A10003,1.000,1.000,0.000,0.000,1.000,0.000,0.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.420,0.600,0.000,0.000,0.420,0.000,0.000,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.050,0.500,0.000,0.000,0.050,0.000,0.000,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.072,0.072,0.000,0.000,0.072,0.000,0.000,0.079,0.072,0.079,0.072,0.072,0.072,0.072,0.072,0.077,0.072,0.072,0.072,0.071,0.072,0.086,0.071,0.086,0.077,0.077,0.071,0.071,0.086,0.072
DE0_3310_0000,A10003,1.000,1.000,0.000,0.000,1.000,0.000,0.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.420,0.600,0.000,0.000,0.420,0.000,0.000,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.050,0.500,0.000,0.000,0.050,0.000,0.000,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.047,0.047,0.000,0.000,0.047,0.000,0.000,0.056,0.047,0.056,0.047,0.047,0.047,0.047,0.047,0.051,0.047,0.047,0.047,0.045,0.047,0.049,0.045,0.049,0.060,0.051,0.045,0.045,0.049,0.047
DE0_3380_0000,A10001,1.000,1.000,0.000,0.000,1.000,0.000,0.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.420,0.600,0.000,0.000,0.420,0.000,0.000,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.050,0.500,0.000,0.000,0.050,0.000,0.000,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.019,0.019,0.000,0.000,0.019,0.000,0.000,0.022,0.019,0.022,0.019,0.019,0.019,0.019,0.019,0.020,0.019,0.019,0.019,0.020,0.019,0.021,0.020,0.021,0.020,0.020,0.020,0.020,0.021,0.019
DE0_3380_0000,A10003,1.000,1.000,0.000,0.000,1.000,0.000,0.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.420,0.600,0.000,0.000,0.420,0.000,0.000,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.050,0.500,0.000,0.000,0.050,0.000,0.000,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.023,0.023,0.000,0.000,0.023,0.000,0.000,0.026,0.023,0.026,0.023,0.023,0.023,0.023,0.023,0.022,0.023,0.023,0.023,0.023,0.023,0.018,0.023,0.018,0.031,0.022,0.023,0.023,0.018,0.023
DE0_3410_0000,A10001,1.000,1.000,0.000,0.000,1.000,0.000,0.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.420,0.600,0.000,0.000,0.420,0.000,0.000,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.050,0.500,0.000,0.000,0.050,0.000,0.000,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.023,0.023,0.000,0.000,0.023,0.000,0.000,0.036,0.023,0.036,0.023,0.023,0.023,0.023,0.023,0.024,0.023,0.023,0.023,0.022,0.023,0.038,0.022,0.038,0.035,0.024,0.022,0.022,0.038,0.023
DE0_3790_0000,A10001,1.000,1.000,0.000,0.000,1.000,0.000,0.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.420,0.600,0.000,0.000,0.420,0.000,0.000,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.050,0.500,0.000,0.000,0.050,0.000,0.000,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.034,0.034,0.000,0.000,0.034,0.000,0.000,0.042,0.034,0.042,0.034,0.034,0.034,0.034,0.034,0.047,0.034,0.034,0.034,0.046,0.034,0.055,0.046,0.055,0.054,0.047,0.046,0.046,0.055,0.034
DE0_3791_0001,A10001,1.000,1.000,0.000,0.000,1.000,0.000,0.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.420,0.600,0.000,0.000,0.420,0.000,0.000,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.050,0.500,0.000,0.000,0.050,0.000,0.000,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.048,0.048,0.000,0.000,0.048,0.000,0.000,0.052,0.048,0.052,0.048,0.048,0.048,0.048,0.048,0.088,0.048,0.048,0.048,0.057,0.048,0.051,0.057,0.051,0.050,0.088,0.057,0.057,0.051,0.048
DE0_3840_0000,A10001,1.000,1.000,0.000,0.000,1.000,0.000,0.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.420,0.600,0.000,0.000,0.420,0.000,0.000,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.050,0.500,0.000,0.000,0.050,0.000,0.000,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.037,0.037,0.000,0.000,0.037,0.000,0.000,0.047,0.037,0.047,0.037,0.037,0.037,0.037,0.037,0.030,0.037,0.037,0.037,0.033,0.037,0.051,0.033,0.051,0.056,0.030,0.033,0.033,0.051,0.037
DE0_4140_0000,A10001,1.000,1.000,0.000,0.000,1.000,0.000,0.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.420,0.600,0.000,0.000,0.420,0.000,0.000,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.050,0.500,0.000,0.000,0.050,0.000,0.000,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.036,0.036,0.000,0.000,0.036,0.000,0.000,0.038,0.036,0.038,0.036,0.036,0.036,0.036,0.036,0.032,0.036,0.036,0.036,0.031,0.036,0.030,0.031,0.030,0.041,0.032,0.031,0.031,0.030,0.036
DE0_4141_0001,A10001,1.000,1.000,0.000,0.000,1.000,0.000,0.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.420,0.600,0.000,0.000,0.420,0.000,0.000,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.050,0.500,0.000,0.000,0.050,0.000,0.000,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.060,0.060,0.000,0.000,0.060,0.000,0.000,0.063,0.060,0.063,0.060,0.060,0.060,0.060,0.060,0.058,0.060,0.060,0.060,0.057,0.060,0.084,0.057,0.084,0.068,0.058,0.057,0.057,0.084,0.060
DE0_4230_0000,A10001,1.000,1.000,0.000,0.000,1.000,0.000,0.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.420,0.600,0.000,0.000,0.420,0.000,0.000,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.050,0.500,0.000,0.000,0.050,0.000,0.000,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.050,0.050,0.000,0.000,0.050,0.000,0.000,0.048,0.050,0.048,0.050,0.050,0.050,0.050,0.050,0.056,0.050,0.050,0.050,0.057,0.050,0.055,0.057,0.055,0.038,0.056,0.057,0.057,0.055,0.050
DE0_4230_0000,A10005,1.000,1.000,0.000,0.000,1.000,0.000,0.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.420,0.600,0.000,0.000,0.420,0.000,0.000,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.050,0.500,0.000,0.000,0.050,0.000,0.000,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.042,0.042,0.000,0.000,0.042,0.000,0.000,0.047,0.042,0.047,0.042,0.042,0.042,0.042,0.042,0.038,0.042,0.042,0.042,0.051,0.042,0.047,0.051,0.047,0.050,0.038,0.051,0.051,0.047,0.042
DE0_4231_0001,A10001,1.000,1.000,0.000,0.000,1.000,0.000,0.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.420,0.600,0.000,0.000,0.420,0.000,0.000,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.050,0.500,0.000,0.000,0.050,0.000,0.000,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.069,0.069,0.000,0.000,0.069,0.000,0.000,0.081,0.069,0.081,0.069,0.069,0.069,0.069,0.069,0.090,0.069,0.069,0.069,0.069,0.069,0.070,0.069,0.070,0.090,0.090,0.069,0.069,0.070,0.069
DE0_4350_0000,A10005,1.000,1.000,0.000,0.000,1.000,0.000,0.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.420,0.600,0.000,0.000,0.420,0.000,0.000,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.050,0.500,0.000,0.000,0.050,0.000,0.000,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.028,0.028,0.000,0.000,0.028,0.000,0.000,0.032,0.028,0.032,0.028,0.028,0.028,0.028,0.028,0.027,0.028,0.028,0.028,0.027,0.028,0.028,0.027,0.028,0.051,0.027,0.027,0.027,0.028,0.028
DE0_4520_0000,A10005,1.000,1.000,0.000,0.000,1.000,0.000,0.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.420,0.600,0.000,0.000,0.420,0.000,0.000,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.050,0.500,0.000,0.000,0.050,0.000,0.000,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.037,0.037,0.000,0.000,0.037,0.000,0.000,0.038,0.037,0.038,0.037,0.037,0.037,0.037,0.037,0.038,0.037,0.037,0.037,0.035,0.037,0.035,0.035,0.035,0.036,0.038,0.035,0.035,0.035,0.037
DE0_4570_0000,A10005,1.000,1.000,0.000,0.000,1.000,0.000,0.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.420,0.600,0.000,0.000,0.420,0.000,0.000,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.050,0.500,0.000,0.000,0.050,0.000,0.000,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.049,0.049,0.000,0.000,0.049,0.000,0.000,0.060,0.049,0.060,0.049,0.049,0.049,0.049,0.049,0.040,0.049,0.049,0.049,0.056,0.049,0.062,0.056,0.062,0.089,0.040,0.056,0.056,0.062,0.049
