riverseg,landseg,area(acres)***
SU2_0280_0430,N36007,901.8359429
SU2_0280_0430,N36017,64110.3426
SU2_0280_0430,N36023,2224.666064
SU2_0290_0291,N36025,63459.80152
SU2_0290_0291,N36077,277.9200261
SU2_0291_0320,N36025,2385.471999
SU2_0320_0340,N36025,4177.933061
SU2_0360_0460,N36017,26791.04183
SU2_0440_0550,N36007,53850.50145
SU2_0440_0550,N36107,19109.69395
SU2_0450_0720,N36015,32770.0088
SU2_0450_0720,N36097,23908.45697
SU2_0450_0720,N36107,15521.96762
SU2_0450_0720,N36109,17623.48983
SU2_0450_0720,N42015,1462.609022
SU2_0470_0590,N36015,801.1829967
SU2_0470_0590,N36107,70251.21183
SU2_0470_0590,N36109,25373.79188
SU2_0510_0570,N36003,53651.80113
SU2_0510_0570,N36101,47676.28516
SU2_0560_0590,N36107,5547.435054
SU2_0570_0580,N36101,18531.23957
SU2_0620_0580,N36003,262.8210084
SU2_0620_0580,N36101,60950.94155
SU2_0640_0630,N36101,82116.03242
SU2_0670_0810,H42115,16520.14036
SU2_0670_0810,N42115,1036.161985
SU2_0670_0810,N42127,6718.097749
SU2_0680_0610,N36015,28390.75298
SU2_0680_0610,N36101,8426.79231
SU2_0680_0610,N42015,34605.75875
SU2_0680_0610,N42117,21531.60587
SU2_0700_0860,N42015,49568.51929
SU2_0700_0860,N42115,91296.78475
SU2_0740_0741,N36101,47933.04449
SU2_0740_0741,N42117,74982.03317
SU2_0741_0690,N36101,1452.187881
SU2_0741_0690,N42117,10046.23411
SU2_0760_0960,N42115,61927.46347
SU2_0760_0960,N42131,11707.97159
SU2_0780_0710,H42115,7553.834091
SU2_0780_0710,N42069,7054.793093
SU2_0780_0710,N42115,30061.47502
SU2_0800_0850,N42015,121480.7404
SU2_0800_0850,N42117,223.8190062
SU2_0830_0831,N42117,27985.57653
SU2_0890_0900,N42015,75436.87925
SU2_0890_0900,N42081,322.8830165
SU2_0890_0900,N42117,5688.040157
SU2_0900_0870,N42015,3764.504895
SU2_0920_0830,N42015,7051.83694
SU2_0920_0830,N42117,90206.73399
SU2_0990_0950,H42079,2064.63307
SU2_0990_0950,H42113,3413.320872
SU2_0990_0950,H42131,19939.71506
SU2_0990_0950,N42015,6055.041987
SU2_0990_0950,N42113,9169.086785
SU2_0990_0950,N42131,38111.85878
SU2_1020_0980,H42079,12486.64763
SU2_1020_0980,H42131,16905.00541
SU2_1020_0980,N42079,7453.624932
SU2_1020_0980,N42131,39897.44713
SU2_1200_1310,H42079,9403.339713
SU2_1200_1310,H42113,1472.23202
SU2_1200_1310,N42037,10473.92503
SU2_1200_1310,N42079,51694.76419
SU2_1210_1310,H42079,243.7199933
SU2_1210_1310,H42113,27987.65341
SU2_1210_1310,N42037,41115.20583
SU2_1210_1310,N42079,469.9200428
SU2_1210_1310,N42113,3555.772004
SU2_1290_1500,N42079,60690.06434
SU2_1550_1620,N42025,731.6779684
SU2_1550_1620,N42037,40604.60185
SU2_1550_1620,N42079,7962.083809
SU2_1550_1620,N42107,48511.44
SU3_0010_0190,N36017,23501.7279
SU3_0010_0190,N36043,28844.9492
SU3_0010_0190,N36053,34424.16191
SU3_0010_0190,N36065,19984.40416
SU3_0010_0190,N36077,24172.78078
SU3_0090_0170,N36017,28809.47898
SU3_0090_0170,N36053,23074.08469
SU3_0140_0180,N36077,20210.08891
SU3_0170_0270,N36017,46577.03567
SU3_0180_0230,N36077,22457.64142
SU3_0190_0300,N36017,39312.01987
SU3_0190_0300,N36077,10191.38827
SU3_0240_0350,N36007,10538.0534
SU3_0240_0350,N36017,12887.87107
SU3_0240_0350,N36023,47270.72693
SU3_0370_0490,N36051,10107.45012
SU3_0370_0490,N36069,766.4750014
SU3_0370_0490,N36097,25745.58591
SU3_0370_0490,N36101,255753.0423
SU3_0370_0490,N36123,6585.278776
SU3_0490_0530,N36097,23070.85298
SU3_0490_0530,N36101,64374.09325
SU3_0590_0540,N36107,2797.603091
SU3_0710_0910,N42069,50674.0868
SU3_0710_0910,N42115,51260.91875
SU3_0710_0910,N42131,34583.45337
SU3_0770_0690,N36101,1226.360006
SU3_0770_0690,N42117,8996.733158
SU3_0790_0770,N42117,27085.72276
SU3_0810_0970,H42115,3621.48384
SU3_0810_0970,N42069,32266.75247
SU3_0810_0970,N42115,179.5060018
SU3_0810_0970,N42127,9278.480168
SU3_0831_0790,N42015,5558.327012
SU3_0831_0790,N42117,56048.27293
SU3_0870_0730,N42015,38881.57763
SU3_0870_0730,N42113,616.2800218
SU3_0910_1010,N42131,13610.49649
SU3_0970_1120,L42069,26553.70053
SU3_0970_1120,L42079,7791.697793
SU3_0970_1120,N42069,113124.6604
SU3_0970_1120,N42079,4039.491061
SU3_0970_1120,N42127,1485.691068
SU3_1280_1590,N42037,65917.9524
SU3_1280_1590,N42081,5553.326155
SU3_1280_1590,N42093,455.4060053
SU3_1280_1590,N42113,390.1220247
SU3_1310_1280,N42037,27805.87408
SU3_1500_1420,N42037,1829.270026
SU3_1500_1420,N42079,8903.267722
SU4_0220_0250,N36025,1473.514238
SU4_0220_0250,N36077,13562.69487
SU4_0230_0220,N36077,5607.588578
SU4_0250_0340,N36025,3367.604009
SU4_0250_0340,N36077,47012.98216
SU4_0260_0350,N36007,22150.90524
SU4_0260_0350,N36023,76612.3979
SU4_0260_0350,N36107,4058.903001
SU4_0270_0430,N36017,133345.9549
SU4_0300_0310,N36017,22939.45671
SU4_0300_0310,N36077,13126.06804
SU4_0350_0420,N36007,29527.23635
SU4_0350_0420,N36017,302.650995
SU4_0350_0420,N36023,558.3850153
SU4_0430_0420,N36007,3437.373076
SU4_0430_0420,N36017,7062.398719
SU4_0580_0630,N36101,73103.68508
SU4_0630_0650,N36101,17151.57884
SU4_0690_0650,N36101,36385.11003
SU5_0310_0400,N36017,22679.2114
SU5_0310_0400,N36025,1672.730969
SU5_0340_0310,N36025,24381.4468
SU5_0340_0310,N36077,6786.354073
SU5_0400_0460,N36017,7532.438384
SU5_0420_0500,N36007,64222.31762
SU5_0420_0500,N36017,13033.47471
SU5_0460_0480,N36007,8795.228184
SU5_0460_0480,N36017,11101.43542
SU5_0530_0610,N36015,107509.5365
SU5_0530_0610,N36097,5096.297715
SU5_0530_0610,N36101,52116.64594
SU5_0600_0750,N36015,30069.12599
SU5_0600_0750,N36107,1255.165076
SU5_0600_0750,N42015,25383.48289
SU5_0610_0600,N36015,40058.51601
SU5_0610_0600,N42015,33541.21047
SU5_0650_0530,N36101,11304.17277
SU6_0480_0520,H42115,4336.154874
SU6_0480_0520,N36007,114643.5265
SU6_0480_0520,N42115,152348.7732
SU6_0480_0520,N42127,20777.84416
SU6_0500_0550,N36007,52352.37366
SU6_0500_0550,N42115,19524.6388
SU6_0520_0500,N36007,34997.17071
SU7_0540_0720,N36107,88365.85004
SU7_0540_0720,N42015,44662.68488
SU7_0540_0720,N42115,881.2679849
SU7_0550_0540,N36007,7980.756374
SU7_0550_0540,N36107,48836.3124
SU7_0550_0540,N42015,2438.832052
SU7_0550_0540,N42115,10408.46882
SU7_0720_0750,N42015,10772.98724
SU7_0730_0860,N42015,120768.8865
SU7_0750_0850,N42015,33574.78186
SU7_0850_0730,N42015,3520.850136
SU7_0860_0960,N42015,60587.16264
SU7_0860_0960,N42115,12387.81716
SU7_0860_0960,N42131,18400.18695
SU7_0950_1010,N42131,15224.47379
SU7_0960_0950,N42131,9436.408114
SU7_0980_1120,L42079,4847.115979
SU7_0980_1120,N42069,22598.68243
SU7_0980_1120,N42079,10779.89656
SU7_0980_1120,N42131,38134.96207
SU7_1010_0980,N42131,666.7150171
SU7_1120_1140,L42079,18670.59968
SU7_1120_1140,N42079,48500.72999
SU7_1140_1420,H42079,155.522981
SU7_1140_1420,L42079,10083.67287
SU7_1140_1420,N42037,2937.794978
SU7_1140_1420,N42079,189242.7317
SU7_1420_1590,N42037,42954.88089
SU7_1420_1590,N42079,2767.777091
SU8_1530_1760,N42037,1794.280978
SU8_1530_1760,N42093,19995.0106
SU8_1530_1760,N42097,29876.82122
SU8_1590_1620,N42037,2697.844964
SU8_1610_1530,N42037,911.3060153
SU8_1610_1530,N42093,11695.86341
SU8_1610_1530,N42097,8979.654107
SU8_1620_1610,N42037,3462.780973
SW0_1520_1600,N42027,74312.75214
SW0_1520_1600,N42035,23355.35498
SW1_1160_1260,N42081,23474.46258
SW1_1170_1270,N42023,20232.57842
SW1_1170_1270,N42083,11687.75314
SW1_1170_1270,N42105,14903.14737
SW1_1180_1190,H42113,6213.837915
SW1_1180_1190,N42113,8800.168729
SW1_1450_1510,N42037,5060.195038
SW1_1450_1510,N42081,676.6500122
SW1_1450_1510,N42093,21960.65422
SW1_1450_1510,N42097,5213.009722
SW1_1510_1680,N42037,5434.453992
SW1_1510_1680,N42093,24900.05049
SW1_1510_1680,N42097,8519.84264
SW1_1560_1460,H42027,5725.429002
SW1_1560_1460,H42119,7878.800225
SW1_1560_1460,N42035,373.6229802
SW1_1560_1460,N42081,801.2169375
SW1_1560_1460,N42119,14092.00058
SW1_1570_1640,H42027,3082.489137
SW1_1570_1640,H42119,15105.83479
SW1_1570_1640,N42119,67314.18119
SW1_1830_1690,N42027,39507.99346
SW1_1890_1830,N42027,16815.21506
SW1_1910_1890,N42027,37108.30797
SW2_0880_0930,N42105,59915.92027
SW2_1000_1110,N42081,1080.443017
SW2_1000_1110,N42117,82124.81852
SW2_1030_1060,N42015,11067.32103
SW2_1030_1060,N42113,41216.90628
SW2_1050_0930,N42105,45857.81841
SW2_1070_1060,H42113,15907.99585
SW2_1070_1060,H42131,329.1740079
SW2_1070_1060,N42113,66101.4942
SW2_1070_1060,N42131,2276.413153
SW2_1100_1130,H42117,8108.7561
SW2_1100_1130,N42035,1512.734954
SW2_1100_1130,N42105,78996.1623
SW2_1190_1410,H42113,305.9169955
SW2_1190_1410,N42037,1750.134106
SW2_1190_1410,N42081,85025.14219
SW2_1190_1410,N42093,652.3820404
SW2_1190_1410,N42113,27628.53246
SW2_1240_1270,N42023,57035.29757
SW2_1240_1270,N42047,34928.66252
SW2_1240_1270,N42083,3884.929861
SW2_1360_1430,N42023,40874.58542
SW2_1360_1430,N42033,61219.35656
SW2_1360_1430,N42047,132173.1417
SW2_1770_1690,N42027,76108.30225
SW2_1950_1940,N42021,29845.11858
SW2_1950_1940,N42033,37583.45029
SW2_1950_1940,N42063,40259.714
SW2_1950_1940,N42065,869.76099
SW2_2020_1940,N42021,47119.01189
SW2_2020_1940,N42033,35572.61419
SW3_0930_1110,H42117,6197.001738
SW3_0930_1110,N42105,26285.8767
SW3_0930_1110,N42117,122673.0593
SW3_1040_1220,N42081,78909.22785
SW3_1040_1220,N42113,2364.777179
SW3_1040_1220,N42117,29936.15277
SW3_1060_1260,L42113,23528.55575
SW3_1060_1260,N42015,3031.814945
SW3_1060_1260,N42081,41688.45261
SW3_1060_1260,N42113,48136.2422
SW3_1080_1350,N42081,89600.98532
SW3_1080_1350,N42117,25875.99012
SW3_1090_1091,N42023,8416.401959
SW3_1090_1091,N42105,130269.1931
SW3_1091_1380,N42023,13428.08998
SW3_1091_1380,N42035,562.1639996
SW3_1091_1380,N42105,3476.586935
SW3_1130_1390,N42023,388.613995
SW3_1130_1390,N42035,38015.54715
SW3_1130_1390,N42105,22262.39563
SW3_1220_1320,N42081,63311.12623
SW3_1250_1340,N42081,56746.6837
SW3_1270_1370,N42023,45272.59501
SW3_1270_1370,N42047,116.904996
SW3_1270_1370,N42105,1784.92389
SW3_1370_1430,N42023,13699.04501
SW3_1380_1490,N42023,15030.81484
SW3_1390_1330,N42035,8394.508031
SW3_1580_1440,H42027,1781.578953
SW3_1580_1440,H42119,512.0510379
SW3_1580_1440,N42027,32750.72997
SW3_1580_1440,N42035,103113.2448
SW3_1580_1440,N42081,234.6970022
SW3_1600_1580,N42027,3601.731073
SW3_1600_1580,N42035,8447.265577
SW3_1660_1580,N42027,30374.86414
SW3_1660_1580,N42035,255.6519863
SW3_1690_1660,N42027,46640.70935
SW3_1750_1540,N42027,89210.79473
SW3_1750_1540,N42033,42197.81055
SW3_1800_1650,N42033,14554.22722
SW3_1870_1800,H42013,717.3219592
SW3_1870_1800,N42021,103860.6686
SW3_1870_1800,N42033,132102.0155
SW3_1920_1750,N42013,668.4199863
SW3_1920_1750,N42027,21926.05584
SW3_1920_1750,N42033,21486.84964
SW4_1110_1150,H42117,16203.95643
SW4_1110_1150,N42081,15834.32175
SW4_1110_1150,N42117,8982.888924
SW4_1150_1350,H42117,12117.83982
SW4_1150_1350,N42081,82958.95475
SW4_1150_1350,N42105,4410.012043
SW4_1260_1300,N42081,40279.12011
SW4_1430_1490,N42023,6806.763293
SW4_1490_1400,N42023,27275.92329
SW4_1490_1400,N42033,364.2330149
SW4_1490_1400,N42035,18222.57751
SW4_1720_1650,N42033,85088.64557
SW4_1860_1720,N42033,33749.68559
SW4_1940_1860,N42033,10185.55268
SW5_1350_1470,N42035,4706.321835
SW5_1350_1470,N42081,22926.49498
SW5_1540_1400,N42023,3384.895931
SW5_1540_1400,N42027,36957.49629
SW5_1540_1400,N42033,54691.12817
SW5_1540_1400,N42035,33089.01679
SW5_1540_1400,N42047,6361.388942
SW5_1650_1540,N42033,140423.0281
SW6_1230_1440,N42035,217755.4993
SW6_1230_1440,N42081,5079.630161
SW6_1230_1440,N42105,17304.29973
SW6_1330_1230,N42035,32859.60548
SW6_1400_1330,N42023,2310.753725
SW6_1400_1330,N42035,26851.56371
SW6_1440_1470,N42035,41272.67349
SW6_1440_1470,N42081,944.634025
SW7_1300_1410,N42081,27974.74872
SW7_1320_1300,N42081,21227.646
SW7_1340_1320,N42081,44982.92153
SW7_1410_1460,H42119,781.1979848
SW7_1410_1460,N42035,454.9049806
SW7_1410_1460,N42081,58288.58307
SW7_1410_1460,N42097,16072.43642
SW7_1410_1460,N42119,10263.04013
SW7_1460_1640,N42081,210.2420034
SW7_1460_1640,N42093,3431.845915
SW7_1460_1640,N42097,30007.78913
SW7_1460_1640,N42119,9205.738081
SW7_1470_1340,N42035,14792.61182
SW7_1470_1340,N42081,27536.08327
SW7_1640_1680,N42097,3655.009065
SW7_1640_1680,N42119,14266.70388
SW7_1680_1760,N42097,5480.373057
SW7_1680_1760,N42119,4810.204131
WL0_4390_0000,N24003,9997.004774
WL0_4391_0000,N24003,4124.903063
WL0_4392_0000,N24003,7791.178881
WL0_4393_0000,N24003,198.9690051
WL0_4394_0000,N24003,906.7049888
WL0_4420_0000,N24003,15355.25039
WL0_4421_0000,N24003,6880.15415
WL0_4422_0000,N24003,3463.016307
WL0_4423_0000,N24003,10517.07934
WL0_4424_0000,N24003,5935.277034
WL0_4425_0000,N24003,985.434978
WL0_4600_0000,N24003,21697.80141
WL0_4601_0000,N24003,2956.990029
WL0_4602_0000,N24003,8186.043243
WL0_4603_0000,N24003,11069.85826
WL0_4770_0000,N24003,6468.251287
WL0_4771_0000,N24003,7163.408906
WL0_4772_0000,N24003,5383.519133
WL0_4772_0000,N24009,14394.95425
WL0_4920_0000,N24009,6005.336019
WL0_4921_0000,N24009,7634.17492
WL0_4922_0000,N24009,3576.721004
WL0_4923_0000,N24009,2012.113053
WL0_4924_0000,N24037,3046.636972
WL0_4925_0000,N24009,2275.27002
WL0_5880_0000,N24037,6404.76106
WL0_5881_0000,N24037,1467.009029
WM0_3650_0001,N24005,25714.12039
WM0_3650_0001,N24510,11568.35158
WM0_3740_0001,N24005,7595.78812
WM0_3740_0001,N24510,11573.01532
WM0_3741_0000,N24005,6008.553974
WM0_3741_0000,N24510,185.4029995
WM0_3742_0000,N24005,7609.494218
WM0_3743_0000,N24005,550.8340041
WM0_3744_0000,N24005,148.4969936
WM0_3745_0000,N24005,956.500972
WM0_3881_3880,N24005,17408.05055
WM0_3881_3880,N24013,87391.48203
WM0_3960_0000,N24510,9442.27119
WM0_3961_0000,N24003,21451.75514
WM0_3961_0000,N24510,2079.008025
WM0_3962_0000,N24003,8696.182548
WM0_3962_0000,N24510,543.1609933
WM0_3963_0000,N24003,5520.376013
WM0_3964_0000,N24005,10106.88367
WM0_3964_0000,N24510,1494.627952
WM0_3965_0000,N24005,830.3930051
WM0_3966_0000,N24003,168.9239963
WM1_3660_3910,N24005,20834.77337
WM1_3882_3880,N24013,38806.50439
WM1_3882_3880,N24027,16077.58276
WM1_3910_0001,N24005,6927.662215
WM1_3910_0001,N24510,13835.98634
WM3_3880_4060,N24005,16901.03013
WM3_3880_4060,N24013,536.7949825
WM3_3880_4060,N24027,5188.140992
WM3_4060_0001,N24003,15061.63901
WM3_4060_0001,N24005,17486.41227
WM3_4060_0001,N24027,19106.56748
WM3_4060_0001,N24510,1339.42505
WU0_3021_3020,N24005,25564.54524
WU0_3021_3020,N24013,20991.32334
WU0_3021_3020,N42133,4500.297835
WU0_3160_0000,N24025,9101.33476
WU0_3161_0000,N24025,15795.77281
WU0_3162_0000,N24025,4718.513073
WU0_3163_0000,N24025,2009.495976
WU0_3164_0000,N24025,3540.255105
WU0_3250_0001,N24025,14546.15299
WU0_3251_0000,N24025,4873.125902
WU0_3252_0000,N24025,3837.796919
WU0_3253_0000,N24025,17966.14867
WU0_3254_0000,N24025,2450.560881
WU0_3255_0000,N24025,800.3160018
WU0_3540_0000,N24005,4009.83492
WU0_3540_0000,N24025,6991.599078
WU0_3541_0000,N24005,1122.51797
WU0_3542_0000,N24005,95.75700372
WU0_3670_0001,N24005,10200.36456
WU0_3671_0000,N24005,6086.357919
WU0_3820_0000,N24005,5997.501714
WU0_3821_0000,N24005,602.3859788
WU1_3240_3331,N24025,22394.92931
WU1_3330_0001,N24025,8167.363219
WU1_3331_3330,N24025,6679.254822
WU1_3350_3490,N24005,37783.93185
WU1_3350_3490,N24013,554.8989914
WU1_3482_0001,N24005,17175.40984
WU1_3482_0001,N24025,20029.23731
WU1_3490_3480,N24005,16457.15429
WU2_3020_3320,N24005,47502.27745
WU2_3020_3320,N24025,839.8589655
WU2_3020_3320,N42133,2655.595908
WU2_3320_3480,N24005,17874.98625
WU3_3480_3481,N24005,19943.06394
WU3_3481_0001,N24005,29200.98929
XL0_4953_0000,N24037,7320.383008
XL0_4954_0000,N24009,6275.948729
XL0_4955_0000,N24037,5023.20822
XL0_4956_0000,N24037,4554.815944
XL0_5320_0001,N24009,5815.941793
XL0_5340_0000,N24017,17710.86139
XL0_5340_0000,N24033,5543.812042
XL0_5340_0000,N24037,16615.26027
XL0_5341_0000,N24009,3074.543001
XL0_5342_0000,N24009,6402.72216
XL0_5343_0000,N24009,3736.461633
XL0_5344_0000,N24037,3904.511783
XL0_5345_0000,N24009,4837.315831
XL0_5346_0000,N24009,5254.588689
XL0_5347_0000,N24037,7738.540288
XL0_5348_0000,N24009,18511.68531
XL0_5349_0000,N24037,1042.475926
XL0_5350_0000,N24009,11139.50154
XL1_4690_0001,N24033,59311.19154
XL1_4691_0000,N24033,11456.67563
XL3_4710_0000,N24003,11854.2057
XL3_4710_0000,N24033,7032.309572
XL3_4711_0000,N24003,9331.660192
XL3_4711_0000,N24033,4353.863019
XL3_4712_0000,N24003,4670.981791
XL3_4712_0000,N24033,1637.139005
XL3_4713_0000,N24003,12146.17828
XL3_4713_0000,N24009,5582.808115
XL3_4713_0000,N24033,16278.96893
XL3_4950_0000,N24003,3235.504042
XL3_4950_0000,N24009,18120.43716
XL3_4950_0000,N24033,13842.86607
XL3_4951_0000,N24009,7876.856342
XL3_4951_0000,N24033,8363.952572
XL3_4952_0000,N24009,2050.95089
XL3_4952_0000,N24033,1857.84392
XU0_4090_4270,N24027,23054.08086
XU0_4091_4270,N24027,37075.75942
XU0_4092_4090,N24027,2236.795956
XU0_4130_4070,N24027,11272.27669
XU0_4130_4070,N24031,10851.52693
XU2_4070_4330,N24027,25679.13205
XU2_4070_4330,N24031,2728.308989
XU2_4270_4650,N24003,27082.35809
XU2_4270_4650,N24027,12718.95299
XU2_4330_4480,N24027,8023.853033
XU2_4330_4480,N24031,25657.5829
XU2_4330_4480,N24033,595.6530145
XU2_4480_4650,N24003,7081.521964
XU2_4480_4650,N24027,1721.402935
XU2_4480_4650,N24033,21985.33819
XU3_4650_0001,N24003,2797.597014
XU3_4650_0001,N24033,2920.067106
YL0_6581_0000,N51073,18865.44461
YL0_6581_0000,N51115,3662.493779
YL0_6581_0000,N51119,18420.57567
YL0_6870_0000,N51115,10154.54671
YL0_6871_0000,N51115,6321.363828
YL0_6872_0000,N51073,8288.930092
YL0_6872_0000,N51115,22026.04854
YL0_6929_0000,N51199,227.5170036
YL0_6930_0000,N51073,30159.38184
YL0_6930_0000,N51095,19938.57799
YL0_6930_0000,N51097,19010.63094
YL0_6930_0000,N51127,8172.120809
YL0_6930_0000,N51199,21506.75946
YL0_6930_0000,N51830,1339.996994
YL0_6931_0000,N51199,15059.93807
YL0_6932_0000,N51073,14309.27944
YL0_7010_0000,N51073,36868.44282
YL0_7230_0000,N51073,9932.403932
YL0_7370_0000,N51199,19126.33583
YL0_7370_0000,N51650,19320.28747
YL0_7370_0000,N51700,5304.12786
YL0_7370_0000,N51735,4482.808024
YL0_7371_0000,N51650,1241.027071
YL0_7372_0000,N51650,18.34600061
YL2_6580_0001,N51057,18516.58238
YL2_6580_0001,N51073,5231.725019
YL2_6580_0001,N51097,45923.30352
YL2_6580_0001,N51119,18311.55936
YM0_6621_0000,N51097,33839.53177
YM0_6621_0000,N51101,10198.02831
YM0_6622_0000,N51097,39834.30114
YM0_6622_0000,N51101,18377.21824
YM0_6623_0000,N51097,12121.51022
YM0_6623_0000,N51101,4590.231865
YM1_6370_6620,N51033,75090.02687
YM1_6370_6620,N51097,12592.41347
YM2_6120_6430,N51033,33879.69455
YM2_6120_6430,N51137,3234.257973
YM2_6120_6430,N51177,126856.2297
YM3_6430_6620,N51033,116225.7168
YM3_6430_6620,N51101,3209.751951
YM3_6430_6620,N51177,8597.150284
YM4_6620_0001,N51033,6382.913073
YM4_6620_0001,N51097,31873.10672
YM4_6620_0001,N51101,29959.95538
YP0_6781_0000,N51101,22790.21484
YP0_6781_0000,N51127,7820.508283
YP0_6782_0000,N51101,6971.976989
YP0_6782_0000,N51127,11714.77411
YP0_6783_0000,N51097,566.0140003
YP0_6783_0000,N51101,954.5910042
YP0_6783_0000,N51127,3347.720959
YP0_6840_0001,N51085,3056.003911
YP0_6860_6840,N51085,16207.72706
YP1_6570_6680,N51085,31173.1462
YP1_6570_6680,N51109,37102.89352
YP1_6680_6670,N51085,7306.04861
YP2_6390_6330,N51109,95373.95525
YP2_6390_6330,N51137,85293.4424
YP2_6390_6330,N51177,37981.40059
YP3_6330_6700,N51033,22175.87385
YP3_6330_6700,N51085,20081.74999
YP3_6330_6700,N51109,3951.411866
YP3_6330_6700,N51177,31497.39157
YP3_6470_6690,N51003,6413.027762
YP3_6470_6690,N51065,380.01999
YP3_6470_6690,N51075,6754.367694
YP3_6470_6690,N51085,57544.87208
YP3_6470_6690,N51109,177741.2998
YP3_6470_6690,N51137,3921.856858
YP3_6670_6720,N51033,4745.87301
YP3_6670_6720,N51085,979.7869406
YP3_6690_6720,N51085,44824.17154
YP3_6690_6720,N51109,854.9640039
YP3_6700_6670,N51033,212.2479971
YP3_6700_6670,N51085,2257.627916
YP4_6720_6750,N51033,5662.204872
YP4_6720_6750,N51085,17912.88093
YP4_6720_6750,N51101,698.3629684
YP4_6750_0001,N51033,865.8250056
YP4_6750_0001,N51085,22232.70887
YP4_6750_0001,N51101,19962.86079
YP5_6780_0000,N51085,29437.95109
YP5_6780_0000,N51101,47482.74085
YP5_6780_0000,N51127,22548.36845
ZZ0_7663_0000,N51810,14245.94513
ZZ0_9999_9999,N36003,608091.6725
ZZ0_9999_9999,N36007,51399.25947
ZZ0_9999_9999,N36015,23297.77151
ZZ0_9999_9999,N36017,1802.00696
ZZ0_9999_9999,N36023,25451.97991
ZZ0_9999_9999,N36025,752514.8329
ZZ0_9999_9999,N36043,878806.0738
ZZ0_9999_9999,N36051,399657.0228
ZZ0_9999_9999,N36053,220094.8404
ZZ0_9999_9999,N36065,773966.2041
ZZ0_9999_9999,N36067,479571.2526
ZZ0_9999_9999,N36069,423250.3461
ZZ0_9999_9999,N36077,18804.79928
ZZ0_9999_9999,N36095,374640.2552
ZZ0_9999_9999,N36097,141268.486
ZZ0_9999_9999,N36101,115584.5462
ZZ0_9999_9999,N36107,364.599001
ZZ0_9999_9999,N36109,254599.4695
ZZ0_9999_9999,N36123,233919.9087
ZZ0_9999_9999,N42009,1308.730859
ZZ0_9999_9999,N42011,497210.8592
ZZ0_9999_9999,N42021,256070.4429
ZZ0_9999_9999,N42023,828.0490416
ZZ0_9999_9999,N42025,247195.7451
ZZ0_9999_9999,N42029,394523.6073
ZZ0_9999_9999,N42033,69315.24067
ZZ0_9999_9999,N42047,359098.1084
ZZ0_9999_9999,N42063,493686.8236
ZZ0_9999_9999,N42065,419482.1088
ZZ0_9999_9999,N42069,45268.65512
ZZ0_9999_9999,N42071,2114.926037
ZZ0_9999_9999,N42075,34686.38632
ZZ0_9999_9999,N42079,85014.14246
ZZ0_9999_9999,N42083,614327.6051
ZZ0_9999_9999,N42105,257584.3491
ZZ0_9999_9999,N42107,244605.9105
ZZ0_9999_9999,N42111,594837.1651
ZZ0_9999_9999,N42127,442131.3524
ZZ0_9999_9999,N51011,62922.96378
ZZ0_9999_9999,N51019,423950.5878
ZZ0_9999_9999,N51023,44042.73782
ZZ0_9999_9999,N51031,280270.097
ZZ0_9999_9999,N51045,28962.36227
ZZ0_9999_9999,N51053,273869.6307
ZZ0_9999_9999,N51071,222982.6355
ZZ0_9999_9999,N51093,101088.2073
ZZ0_9999_9999,N51121,234800.5784
ZZ0_9999_9999,N51135,95893.49924
ZZ0_9999_9999,N51147,10180.88671
ZZ0_9999_9999,N51149,91408.61693
ZZ0_9999_9999,N51161,144156.0912
ZZ0_9999_9999,N51181,108050.4183
ZZ0_9999_9999,N51550,111585.7433
ZZ0_9999_9999,N51730,5049.698075
ZZ0_9999_9999,N51800,140754.2664
ZZ0_9999_9999,N51810,94013.40774
ZZ0_9999_9999,N54063,255559.1409
ZZ0_9999_9999,N54077,371198.1899
ZZ0_9999_9999,N54093,268838.4979
